"OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"19-1023","Zoologists and Wildlife Biologists","detailed","18,650",2.6,30.05,"62,500",0.6,17.84,22.02,27.74,35.10,45.88,"37,100","45,790","57,710","73,010","95,430",,
"17-3025","Environmental Engineering Technicians","detailed","18,590",3.1,23.74,"49,380",1.4,13.79,16.93,21.80,28.79,36.81,"28,680","35,220","45,350","59,890","76,560",,
"23-2091","Court Reporters","detailed","18,590",3.2,25.48,"53,010",1.6,11.92,16.60,23.15,33.26,43.52,"24,790","34,530","48,160","69,190","90,530",,
"19-1022","Microbiologists","detailed","18,550",5.0,35.22,"73,250",1.9,19.10,23.51,31.86,44.58,56.58,"39,720","48,900","66,260","92,730","117,690",,
"53-3010","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","broad","18,540",5.0,11.97,"24,900",1.1,8.28,9.36,11.27,13.84,17.02,"17,220","19,480","23,440","28,780","35,410",,
"53-3011","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","detailed","18,540",5.0,11.97,"24,900",1.1,8.28,9.36,11.27,13.84,17.02,"17,220","19,480","23,440","28,780","35,410",,
"25-2023","Career/Technical Education Teachers, Middle School","detailed","18,510",8.5,"*","56,270",0.8,"*","*","*","*","*","38,230","44,230","54,220","66,890","77,270","TRUE",
"19-1031","Conservation Scientists","detailed","18,460",1.7,30.57,"63,590",0.5,18.44,22.81,29.38,36.02,43.69,"38,350","47,450","61,100","74,930","90,870",,
"49-3051","Motorboat Mechanics and Service Technicians","detailed","18,380",4.0,17.86,"37,140",1.3,10.35,13.36,17.08,21.82,27.10,"21,530","27,800","35,530","45,390","56,370",,
"21-2020","Directors, Religious Activities and Education","broad","18,310",3.3,20.50,"42,640",1.4,9.03,12.12,17.92,26.06,35.98,"18,790","25,200","37,280","54,210","74,840",,
"21-2021","Directors, Religious Activities and Education","detailed","18,310",3.3,20.50,"42,640",1.4,9.03,12.12,17.92,26.06,35.98,"18,790","25,200","37,280","54,210","74,840",,
"19-4010","Agricultural and Food Science Technicians","broad","18,280",3.0,17.49,"36,390",0.8,10.77,12.99,16.38,20.71,25.70,"22,410","27,020","34,070","43,080","53,460",,
"19-4011","Agricultural and Food Science Technicians","detailed","18,280",3.0,17.49,"36,390",0.8,10.77,12.99,16.38,20.71,25.70,"22,410","27,020","34,070","43,080","53,460",,
"29-1124","Radiation Therapists","detailed","18,230",5.1,38.66,"80,410",0.9,24.86,30.45,37.29,45.57,54.72,"51,720","63,340","77,560","94,790","113,810",,
"43-3040","Gaming Cage Workers","broad","18,230",3.3,12.54,"26,070",0.9,8.57,9.84,11.83,14.63,18.00,"17,820","20,470","24,610","30,430","37,440",,
"43-3041","Gaming Cage Workers","detailed","18,230",3.3,12.54,"26,070",0.9,8.57,9.84,11.83,14.63,18.00,"17,820","20,470","24,610","30,430","37,440",,
"19-2012","Physicists","detailed","17,820",4.3,54.88,"114,150",1.5,27.71,38.38,51.37,67.57,84.92,"57,640","79,830","106,840","140,550","176,630",,
"47-5020","Earth Drillers, Except Oil and Gas","broad","17,680",4.1,21.08,"43,840",1.2,13.39,15.98,19.61,24.90,30.47,"27,840","33,240","40,790","51,790","63,380",,
"47-5021","Earth Drillers, Except Oil and Gas","detailed","17,680",4.1,21.08,"43,840",1.2,13.39,15.98,19.61,24.90,30.47,"27,840","33,240","40,790","51,790","63,380",,
"47-2010","Boilermakers","broad","17,660",5.1,26.84,"55,830",1.3,15.58,20.37,27.19,33.47,38.45,"32,400","42,370","56,560","69,610","79,970",,
"47-2011","Boilermakers","detailed","17,660",5.1,26.84,"55,830",1.3,15.58,20.37,27.19,33.47,38.45,"32,400","42,370","56,560","69,610","79,970",,
"51-6091","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","detailed","17,620",3.9,15.75,"32,750",1.3,10.08,12.19,15.59,18.63,22.26,"20,970","25,350","32,430","38,750","46,310",,
"51-2091","Fiberglass Laminators and Fabricators","detailed","17,580",5.3,14.40,"29,960",1.2,9.42,11.37,13.86,17.00,20.40,"19,590","23,640","28,830","35,370","42,420",,
"19-3020","Survey Researchers","broad","17,370",4.5,24.47,"50,890",2.9,9.44,13.94,21.66,32.97,42.83,"19,640","28,990","45,050","68,570","89,080",,
"19-3022","Survey Researchers","detailed","17,370",4.5,24.47,"50,890",2.9,9.44,13.94,21.66,32.97,42.83,"19,640","28,990","45,050","68,570","89,080",,
"51-9197","Tire Builders","detailed","17,360",6.5,18.91,"39,340",2.2,10.40,13.23,19.81,24.39,27.38,"21,630","27,530","41,210","50,730","56,960",,
"17-3024","Electro-Mechanical Technicians","detailed","16,990",5.1,25.71,"53,480",1.0,16.04,19.87,24.91,31.14,36.82,"33,360","41,330","51,820","64,780","76,590",,
"25-1067","Sociology Teachers, Postsecondary","detailed","16,880",1.7,"*","73,080",1.2,"*","*","*","*","*","35,400","49,210","66,150","89,330","118,380","TRUE",
"47-4060","Rail-Track Laying and Maintenance Equipment Operators","broad","16,870",8.9,22.21,"46,200",2.3,14.67,18.20,22.08,26.69,30.58,"30,500","37,860","45,920","55,510","63,600",,
"47-4061","Rail-Track Laying and Maintenance Equipment Operators","detailed","16,870",8.9,22.21,"46,200",2.3,14.67,18.20,22.08,26.69,30.58,"30,500","37,860","45,920","55,510","63,600",,
"49-2091","Avionics Technicians","detailed","16,810",5.4,26.65,"55,440",0.9,18.82,22.70,26.61,31.20,35.47,"39,150","47,210","55,350","64,890","73,770",,
"51-9191","Adhesive Bonding Machine Operators and Tenders","detailed","16,800",3.0,15.28,"31,780",1.9,9.42,11.40,14.34,18.12,22.46,"19,580","23,710","29,830","37,680","46,710",,
"25-1065","Political Science Teachers, Postsecondary","detailed","16,770",1.6,"*","81,860",1.7,"*","*","*","*","*","37,180","52,660","72,170","101,780","138,550","TRUE",
"27-2090","Miscellaneous Entertainers and Performers, Sports and Related Workers","broad","16,630",6.9,22.64,"*",7.2,8.74,10.71,15.58,24.12,40.16,"*","*","*","*","*",,"TRUE"
"27-2099","Entertainers and Performers, Sports and Related Workers, All Other","detailed","16,630",6.9,22.64,"*",7.2,8.74,10.71,15.58,24.12,40.16,"*","*","*","*","*",,"TRUE"
"27-1022","Fashion Designers","detailed","16,560",6.5,34.92,"72,620",1.8,16.40,21.45,30.22,42.79,60.72,"34,110","44,630","62,860","89,000","126,290",,
"27-4031","Camera Operators, Television, Video, and Motion Picture","detailed","16,410",4.1,23.56,"49,010",2.7,9.43,13.25,19.38,28.96,41.35,"19,610","27,560","40,300","60,250","86,000",,
"51-9123","Painting, Coating, and Decorating Workers","detailed","16,310",3.7,14.07,"29,270",0.9,8.92,10.71,13.36,16.68,20.59,"18,550","22,270","27,790","34,690","42,830",,
"33-3011","Bailiffs","detailed","16,240",2.1,19.15,"39,840",1.5,8.99,12.41,17.71,25.57,32.15,"18,700","25,810","36,840","53,180","66,860",,
"49-9094","Locksmiths and Safe Repairers","detailed","16,190",3.7,18.83,"39,160",1.0,10.60,13.62,18.06,23.25,28.42,"22,060","28,330","37,560","48,360","59,110",,
"51-9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","detailed","16,050",2.9,13.59,"28,280",1.0,8.63,10.02,12.60,16.15,20.48,"17,950","20,840","26,210","33,590","42,590",,
"43-9030","Desktop Publishers","broad","15,960",3.1,18.77,"39,040",1.1,9.49,13.14,17.81,22.90,29.07,"19,740","27,340","37,040","47,630","60,470",,
"43-9031","Desktop Publishers","detailed","15,960",3.1,18.77,"39,040",1.1,9.49,13.14,17.81,22.90,29.07,"19,740","27,340","37,040","47,630","60,470",,
"49-2021","Radio, Cellular, and Tower Equipment Installers and Repairers","detailed","15,780",7.5,22.24,"46,260",1.8,12.64,15.82,21.11,28.40,34.36,"26,300","32,910","43,900","59,070","71,460",,
"19-3010","Economists","broad","15,760",3.0,47.83,"99,480",1.2,24.71,32.28,44.16,59.56,74.75,"51,410","67,150","91,860","123,890","155,490",,
"19-3011","Economists","detailed","15,760",3.0,47.83,"99,480",1.2,24.71,32.28,44.16,59.56,74.75,"51,410","67,150","91,860","123,890","155,490",,
"17-1012","Landscape Architects","detailed","15,750",5.0,32.71,"68,030",1.4,18.49,23.45,30.86,40.08,48.97,"38,450","48,770","64,180","83,370","101,850",,
"49-9011","Mechanical Door Repairers","detailed","15,750",6.5,18.55,"38,590",1.7,11.54,13.89,17.36,21.91,27.67,"24,000","28,890","36,110","45,570","57,550",,
"51-6062","Textile Cutting Machine Setters, Operators, and Tenders","detailed","15,620",5.1,12.24,"25,460",1.3,8.46,9.40,11.56,14.18,17.50,"17,590","19,550","24,050","29,500","36,410",,
"27-2023","Umpires, Referees, and Other Sports Officials","detailed","15,570",4.0,"*","32,600",5.6,"*","*","*","*","*","17,040","18,460","23,290","36,960","52,370","TRUE",
"49-2093","Electrical and Electronics Installers and Repairers, Transportation Equipment","detailed","15,530",5.0,25.41,"52,850",1.2,16.36,19.85,24.63,30.45,35.54,"34,040","41,280","51,240","63,330","73,920",,
"47-2082","Tapers","detailed","15,370",4.1,24.01,"49,940",1.7,13.14,16.18,21.77,30.87,40.24,"27,340","33,640","45,290","64,210","83,700",,
"19-4040","Geological and Petroleum Technicians","broad","15,360",5.7,28.79,"59,880",3.0,12.95,17.18,25.34,37.20,47.74,"26,940","35,730","52,700","77,370","99,300",,
"19-4041","Geological and Petroleum Technicians","detailed","15,360",5.7,28.79,"59,880",3.0,12.95,17.18,25.34,37.20,47.74,"26,940","35,730","52,700","77,370","99,300",,
"47-2170","Reinforcing Iron and Rebar Workers","broad","15,330",5.8,24.59,"51,140",2.8,12.29,14.59,22.07,33.18,41.92,"25,560","30,350","45,910","69,020","87,180",,
"47-2171","Reinforcing Iron and Rebar Workers","detailed","15,330",5.8,24.59,"51,140",2.8,12.29,14.59,22.07,33.18,41.92,"25,560","30,350","45,910","69,020","87,180",,
"37-3019","Grounds Maintenance Workers, All Other","detailed","15,300",4.4,14.72,"30,620",1.9,8.62,9.96,12.86,17.98,25.85,"17,940","20,710","26,760","37,390","53,770",,
"25-1112","Law Teachers, Postsecondary","detailed","15,260",3.9,"*","115,550",4.1,"*","*","*","*","*","31,620","60,760","99,950","158,450","#","TRUE",
"49-3052","Motorcycle Mechanics","detailed","14,950",4.0,16.78,"34,910",1.1,10.11,12.67,15.93,20.01,24.83,"21,030","26,360","33,140","41,610","51,650",,
"43-9110","Statistical Assistants","broad","14,870",2.7,19.72,"41,010",1.8,11.59,14.41,19.15,23.85,28.55,"24,100","29,970","39,840","49,610","59,390",,
"43-9111","Statistical Assistants","detailed","14,870",2.7,19.72,"41,010",1.8,11.59,14.41,19.15,23.85,28.55,"24,100","29,970","39,840","49,610","59,390",,
"17-3019","Drafters, All Other","detailed","14,780",3.3,23.58,"49,050",1.2,13.85,17.16,22.17,28.32,35.72,"28,800","35,690","46,110","58,910","74,300",,
"49-3022","Automotive Glass Installers and Repairers","detailed","14,780",6.2,16.14,"33,580",1.4,9.90,12.37,15.70,19.13,22.95,"20,590","25,730","32,650","39,800","47,730",,
"49-9096","Riggers","detailed","14,690",4.4,21.44,"44,590",1.4,12.72,15.87,20.51,26.04,31.10,"26,470","33,020","42,660","54,160","64,700",,
"53-7073","Wellhead Pumpers","detailed","14,350",6.0,22.18,"46,140",1.9,12.95,16.66,21.97,27.41,32.38,"26,930","34,650","45,690","57,010","67,360",,
"51-2021","Coil Winders, Tapers, and Finishers","detailed","14,300",3.6,15.39,"32,000",1.4,9.73,11.70,14.83,18.12,21.86,"20,240","24,330","30,840","37,680","45,470",,
"27-4014","Sound Engineering Technicians","detailed","14,280",4.9,26.60,"55,340",2.0,10.96,15.16,22.27,34.53,46.97,"22,810","31,540","46,310","71,820","97,700",,
"23-1021","Administrative Law Judges, Adjudicators, and Hearing Officers","detailed","14,150",0.4,43.26,"89,970",0.5,19.39,28.20,41.94,55.52,74.22,"40,330","58,650","87,240","115,480","154,380",,
"27-4090","Miscellaneous Media and Communication Equipment Workers","broad","14,090",3.9,32.97,"68,570",1.2,13.38,22.51,33.08,42.47,51.67,"27,830","46,810","68,810","88,330","107,470",,
"27-4099","Media and Communication Equipment Workers, All Other","detailed","14,090",3.9,32.97,"68,570",1.2,13.38,22.51,33.08,42.47,51.67,"27,830","46,810","68,810","88,330","107,470",,
"51-6099","Textile, Apparel, and Furnishings Workers, All Other","detailed","14,080",6.0,13.93,"28,970",1.6,8.59,9.89,12.47,16.33,23.09,"17,860","20,560","25,930","33,970","48,020",,
"25-1111","Criminal Justice and Law Enforcement Teachers, Postsecondary","detailed","14,020",2.4,"*","62,770",1.2,"*","*","*","*","*","32,380","43,440","58,040","74,900","98,510","TRUE",
"33-9010","Animal Control Workers","broad","13,890",1.5,16.09,"33,470",0.6,9.49,12.06,15.23,19.19,24.39,"19,730","25,090","31,680","39,920","50,730",,
"33-9011","Animal Control Workers","detailed","13,890",1.5,16.09,"33,470",0.6,9.49,12.06,15.23,19.19,24.39,"19,730","25,090","31,680","39,920","50,730",,
"25-1054","Physics Teachers, Postsecondary","detailed","13,840",2.2,"*","88,470",1.3,"*","*","*","*","*","43,240","57,350","78,540","109,030","146,770","TRUE",
"51-7020","Furniture Finishers","broad","13,740",3.5,14.38,"29,900",0.9,9.13,11.02,13.70,17.00,20.87,"18,980","22,920","28,500","35,350","43,410",,
"51-7021","Furniture Finishers","detailed","13,740",3.5,14.38,"29,900",0.9,9.13,11.02,13.70,17.00,20.87,"18,980","22,920","28,500","35,350","43,410",,
"51-9031","Cutters and Trimmers, Hand","detailed","13,740",3.2,12.82,"26,650",1.0,8.57,9.59,11.79,14.90,18.73,"17,830","19,940","24,530","30,990","38,950",,
"19-1012","Food Scientists and Technologists","detailed","13,680",4.5,30.84,"64,140",1.0,16.30,20.75,27.92,38.03,51.23,"33,900","43,170","58,070","79,100","106,550",,
"33-2020","Fire Inspectors","broad","13,660",1.5,26.61,"55,350",0.8,14.59,19.59,24.94,33.27,41.39,"30,350","40,750","51,880","69,200","86,080",,
"47-5041","Continuous Mining Machine Operators","detailed","13,640",6.1,24.49,"50,940",1.4,15.94,20.47,24.98,28.60,33.16,"33,150","42,570","51,950","59,490","68,970",,
"39-5093","Shampooers","detailed","13,570",6.3,8.94,"18,600",1.0,7.70,8.17,8.80,9.41,11.13,"16,020","16,990","18,310","19,560","23,140",,
"45-2010","Agricultural Inspectors","broad","13,570",2.2,20.41,"42,460",0.5,11.84,15.39,20.27,24.24,29.65,"24,640","32,010","42,160","50,420","61,680",,
"45-2011","Agricultural Inspectors","detailed","13,570",2.2,20.41,"42,460",0.5,11.84,15.39,20.27,24.24,29.65,"24,640","32,010","42,160","50,420","61,680",,
"37-2019","Building Cleaning Workers, All Other","detailed","13,530",10.1,14.13,"29,390",2.7,8.90,10.50,13.25,17.36,21.07,"18,510","21,840","27,570","36,110","43,820",,
"29-2054","Respiratory Therapy Technicians","detailed","13,460",2.4,22.84,"47,510",0.5,15.19,18.51,22.48,27.24,31.99,"31,590","38,510","46,760","56,670","66,530",,
"25-1063","Economics Teachers, Postsecondary","detailed","13,390",1.8,"*","97,770",1.3,"*","*","*","*","*","44,070","63,470","87,950","118,810","160,940","TRUE",
"39-3019","Gaming Service Workers, All Other","detailed","12,850",6.7,12.74,"26,500",1.7,8.33,9.03,11.29,14.96,18.52,"17,320","18,780","23,490","31,120","38,530",,
"39-3012","Gaming and Sports Book Writers and Runners","detailed","12,710",4.5,11.92,"24,790",1.8,8.02,8.83,10.49,13.87,18.12,"16,680","18,370","21,810","28,850","37,700",,
"39-5011","Barbers","detailed","12,590",9.8,13.23,"27,520",3.0,8.23,9.22,12.06,15.76,20.87,"17,110","19,170","25,090","32,790","43,420",,
"49-2096","Electronic Equipment Installers and Repairers, Motor Vehicles","detailed","12,590",5.1,16.16,"33,600",2.0,9.63,11.64,15.07,18.67,23.65,"20,030","24,220","31,340","38,840","49,190",,
"51-4071","Foundry Mold and Coremakers","detailed","12,510",4.3,15.19,"31,600",1.0,9.87,11.61,14.68,17.98,21.77,"20,520","24,140","30,540","37,410","45,280",,
"27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators","detailed","12,480",7.2,25.96,"54,000",3.3,9.33,14.53,21.56,31.16,44.73,"19,410","30,220","44,850","64,810","93,030",,
"29-1129","Therapists, All Other","detailed","12,480",3.9,27.29,"56,760",1.5,15.49,19.26,25.58,33.55,42.63,"32,220","40,060","53,210","69,780","88,680",,
"27-2021","Athletes and Sports Competitors","detailed","12,450",4.4,"*","75,760",5.0,"*","*","*","*","*","18,040","25,950","40,060","75,150","#","TRUE",
"19-4092","Forensic Science Technicians","detailed","12,440",1.8,26.79,"55,730",0.8,15.48,19.46,25.41,32.83,40.97,"32,200","40,470","52,840","68,290","85,210",,
"19-1013","Soil and Plant Scientists","detailed","12,410",3.5,30.43,"63,290",0.8,17.31,21.98,28.24,36.19,46.59,"36,010","45,720","58,740","75,270","96,920",,
"53-7120","Tank Car, Truck, and Ship Loaders","broad","12,390",5.0,22.31,"46,400",3.1,11.49,15.25,21.20,29.69,34.79,"23,900","31,710","44,100","61,750","72,360",,
"53-7121","Tank Car, Truck, and Ship Loaders","detailed","12,390",5.0,22.31,"46,400",3.1,11.49,15.25,21.20,29.69,34.79,"23,900","31,710","44,100","61,750","72,360",,
"51-4192","Layout Workers, Metal and Plastic","detailed","12,380",4.9,20.35,"42,330",2.1,11.48,15.21,20.22,24.61,28.81,"23,870","31,640","42,050","51,190","59,920",,
"51-8092","Gas Plant Operators","detailed","12,380",3.6,29.37,"61,090",0.9,19.61,24.26,29.39,34.68,40.35,"40,800","50,460","61,140","72,130","83,930",,
"51-9082","Medical Appliance Technicians","detailed","12,230",4.4,18.37,"38,200",1.3,11.01,13.68,17.35,21.64,27.08,"22,890","28,450","36,100","45,010","56,340",,
"47-3016","Helpers--Roofers","detailed","12,200",5.5,12.03,"25,030",1.6,8.36,9.49,11.20,13.86,17.13,"17,380","19,750","23,300","28,840","35,620",,
"29-1180","Audiologists","broad","12,060",4.5,35.04,"72,890",2.2,21.07,27.08,33.52,40.88,48.62,"43,820","56,330","69,720","85,040","101,130",,
"29-1181","Audiologists","detailed","12,060",4.5,35.04,"72,890",2.2,21.07,27.08,33.52,40.88,48.62,"43,820","56,330","69,720","85,040","101,130",,
"51-4194","Tool Grinders, Filers, and Sharpeners","detailed","11,950",3.6,17.09,"35,560",1.0,10.19,12.70,16.49,20.76,25.02,"21,190","26,410","34,300","43,180","52,030",,
"29-9012","Occupational Health and Safety Technicians","detailed","11,890",2.7,24.11,"50,150",0.9,13.90,17.69,22.81,29.03,36.15,"28,920","36,800","47,440","60,390","75,200",,
"53-7072","Pump Operators, Except Wellhead Pumpers","detailed","11,870",6.9,22.88,"47,590",2.3,12.17,15.57,21.45,29.32,35.08,"25,300","32,380","44,610","60,980","72,970",,
"33-2021","Fire Inspectors and Investigators","detailed","11,860",1.6,27.60,"57,400",0.7,16.31,20.72,25.96,34.01,42.02,"33,920","43,090","53,990","70,730","87,400",,
"49-9069","Precision Instrument and Equipment Repairers, All Other","detailed","11,800",5.1,25.42,"52,880",1.3,16.04,19.88,25.13,30.22,35.36,"33,370","41,340","52,270","62,850","73,540",,
"13-1010","Agents and Business Managers of Artists, Performers, and Athletes","broad","11,770",5.1,42.61,"88,620",3.3,13.22,19.91,30.47,53.15,"#","27,500","41,410","63,370","110,550","#",,
"13-1011","Agents and Business Managers of Artists, Performers, and Athletes","detailed","11,770",5.1,42.61,"88,620",3.3,13.22,19.91,30.47,53.15,"#","27,500","41,410","63,370","110,550","#",,
"13-1032","Insurance Appraisers, Auto Damage","detailed","11,770",4.8,28.96,"60,230",1.1,20.32,24.10,28.18,33.88,39.68,"42,260","50,120","58,610","70,460","82,540",,
"51-8099","Plant and System Operators, All Other","detailed","11,710",3.0,25.32,"52,660",1.3,13.89,18.91,25.55,31.20,35.61,"28,890","39,320","53,130","64,900","74,060",,
"51-8012","Power Distributors and Dispatchers","detailed","11,590",4.8,35.44,"73,710",1.1,23.27,28.86,34.47,41.31,48.89,"48,400","60,020","71,690","85,920","101,690",,
"17-1021","Cartographers and Photogrammetrists","detailed","11,490",2.7,29.63,"61,640",1.1,16.76,21.32,27.62,36.21,45.66,"34,850","44,330","57,440","75,310","94,980",,
"27-2031","Dancers","detailed","11,390",6.2,19.02,"*",5.8,8.50,9.46,14.16,23.04,33.34,"*","*","*","*","*",,"TRUE"
"51-6061","Textile Bleaching and Dyeing Machine Operators and Tenders","detailed","11,350",4.7,12.27,"25,520",1.3,8.63,9.65,11.64,14.18,17.14,"17,950","20,070","24,210","29,500","35,640",,
"47-2022","Stonemasons","detailed","11,330",6.9,19.29,"40,120",2.1,10.68,13.54,17.96,23.07,30.45,"22,210","28,160","37,350","47,980","63,330",,
"43-9080","Proofreaders and Copy Markers","broad","11,300",3.6,16.88,"35,110",1.0,9.66,12.27,15.76,20.81,26.15,"20,100","25,520","32,780","43,280","54,390",,
"43-9081","Proofreaders and Copy Markers","detailed","11,300",3.6,16.88,"35,110",1.0,9.66,12.27,15.76,20.81,26.15,"20,100","25,520","32,780","43,280","54,390",,
"23-1012","Judicial Law Clerks","detailed","11,200",1.7,25.29,"52,610",1.2,13.59,17.56,22.66,30.42,40.77,"28,270","36,520","47,120","63,280","84,800",,
"39-2010","Animal Trainers","broad","11,170",6.6,14.59,"30,340",2.0,8.45,9.55,12.15,17.58,23.96,"17,580","19,860","25,270","36,560","49,840",,
"39-2011","Animal Trainers","detailed","11,170",6.6,14.59,"30,340",2.0,8.45,9.55,12.15,17.58,23.96,"17,580","19,860","25,270","36,560","49,840",,
"25-9020","Farm and Home Management Advisors","broad","11,060",6.8,23.43,"48,730",1.1,12.38,16.76,22.48,29.30,35.79,"25,750","34,850","46,760","60,950","74,430",,
"25-9021","Farm and Home Management Advisors","detailed","11,060",6.8,23.43,"48,730",1.1,12.38,16.76,22.48,29.30,35.79,"25,750","34,850","46,760","60,950","74,430",,
"47-3014","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed","10,980",6.6,12.68,"26,360",1.9,8.52,9.78,11.68,14.24,17.42,"17,710","20,340","24,290","29,610","36,230",,
"49-3092","Recreational Vehicle Service Technicians","detailed","10,970",5.3,17.36,"36,120",1.2,10.47,13.19,16.61,20.67,25.83,"21,770","27,440","34,540","43,000","53,740",,
"25-1051","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","detailed","10,930",2.8,"*","91,930",1.4,"*","*","*","*","*","42,090","57,390","82,180","117,040","156,250","TRUE",
"39-3099","Entertainment Attendants and Related Workers, All Other","detailed","10,890",5.2,13.17,"27,400",3.0,8.22,9.26,12.09,16.47,20.47,"17,110","19,260","25,140","34,260","42,590",,
"53-5030","Ship Engineers","broad","10,760",6.1,36.29,"75,480",2.2,19.41,24.70,34.08,44.94,56.75,"40,370","51,380","70,890","93,470","118,050",,
"53-5031","Ship Engineers","detailed","10,760",6.1,36.29,"75,480",2.2,19.41,24.70,34.08,44.94,56.75,"40,370","51,380","70,890","93,470","118,050",,
"43-2020","Telephone Operators","broad","10,710",5.4,16.67,"34,670",1.5,9.18,11.77,15.79,21.56,26.16,"19,100","24,480","32,850","44,840","54,420",,
"43-2021","Telephone Operators","detailed","10,710",5.4,16.67,"34,670",1.5,9.18,11.77,15.79,21.56,26.16,"19,100","24,480","32,850","44,840","54,420",,
"51-4052","Pourers and Casters, Metal","detailed","10,620",3.9,17.19,"35,750",1.3,11.04,13.13,16.37,20.35,24.96,"22,970","27,320","34,060","42,330","51,910",,
"25-1041","Agricultural Sciences Teachers, Postsecondary","detailed","10,500",5.2,"*","83,990",1.7,"*","*","*","*","*","43,600","59,960","80,490","104,410","130,270","TRUE",
"49-3091","Bicycle Repairers","detailed","10,490",7.0,12.14,"25,250",1.4,8.44,9.57,11.61,14.04,17.08,"17,560","19,900","24,150","29,190","35,520",,
"25-1069","Social Sciences Teachers, Postsecondary, All Other","detailed","10,430",3.8,"*","82,570",2.2,"*","*","*","*","*","36,100","51,240","69,890","96,390","150,490","TRUE",
"25-4013","Museum Technicians and Conservators","detailed","10,430",4.0,20.63,"42,920",1.5,11.98,14.42,18.38,24.86,33.42,"24,920","29,980","38,220","51,700","69,500",,
"13-1021","Buyers and Purchasing Agents, Farm Products","detailed","10,370",3.5,28.74,"59,770",1.2,15.29,20.15,26.79,35.09,45.28,"31,800","41,920","55,720","72,980","94,180",,
"25-4012","Curators","detailed","10,370",2.2,26.25,"54,600",1.1,13.34,17.77,23.84,32.68,42.40,"27,740","36,960","49,590","67,970","88,200",,
"19-3039","Psychologists, All Other","detailed","10,350",2.0,41.53,"86,380",1.0,20.31,31.52,43.28,50.26,55.88,"42,240","65,560","90,020","104,540","116,240",,
"19-2020","Atmospheric and Space Scientists","broad","10,190",5.1,43.27,"90,010",1.6,23.62,31.19,42.91,52.99,64.77,"49,120","64,870","89,260","110,220","134,730",,
"19-2021","Atmospheric and Space Scientists","detailed","10,190",5.1,43.27,"90,010",1.6,23.62,31.19,42.91,52.99,64.77,"49,120","64,870","89,260","110,220","134,730",,
"43-4020","Correspondence Clerks","broad","10,150",4.5,17.75,"36,920",0.9,11.96,14.41,17.38,20.80,23.74,"24,870","29,980","36,140","43,260","49,380",,
"43-4021","Correspondence Clerks","detailed","10,150",4.5,17.75,"36,920",0.9,11.96,14.41,17.38,20.80,23.74,"24,870","29,980","36,140","43,260","49,380",,
"47-2042","Floor Layers, Except Carpet, Wood, and Hard Tiles","detailed","9,980",7.6,18.48,"38,450",1.9,10.01,13.33,17.07,21.95,28.80,"20,810","27,730","35,510","45,650","59,910",,
"51-4060","Model Makers and Patternmakers, Metal and Plastic","broad","9,830",4.6,21.86,"45,470",1.0,12.55,16.36,21.32,26.95,32.49,"26,110","34,020","44,340","56,050","67,570",,
"25-1113","Social Work Teachers, Postsecondary","detailed","9,810",3.7,"*","70,430",1.5,"*","*","*","*","*","35,090","49,670","63,250","86,620","117,110","TRUE",
"17-3021","Aerospace Engineering and Operations Technicians","detailed","9,750",4.7,29.80,"61,980",1.3,19.24,24.12,29.58,35.34,42.00,"40,020","50,180","61,530","73,510","87,370",,
"25-1062","Area, Ethnic, and Cultural Studies Teachers, Postsecondary","detailed","9,710",2.8,"*","77,690",2.6,"*","*","*","*","*","32,720","49,970","67,360","93,360","139,140","TRUE",
"11-9160","Emergency Management Directors","broad","9,550",1.4,31.12,"64,730",0.7,14.79,20.55,28.73,40.06,51.83,"30,760","42,740","59,770","83,320","107,810",,
"11-9161","Emergency Management Directors","detailed","9,550",1.4,31.12,"64,730",0.7,14.79,20.55,28.73,40.06,51.83,"30,760","42,740","59,770","83,320","107,810",,
"19-1032","Foresters","detailed","9,470",3.0,27.47,"57,140",0.6,17.49,21.56,26.90,32.72,37.74,"36,380","44,850","55,950","68,060","78,490",,
"47-5090","Miscellaneous Extraction Workers","broad","9,250",10.2,19.09,"39,710",1.9,11.76,14.64,18.66,22.48,27.57,"24,460","30,450","38,810","46,760","57,340",,
"47-5099","Extraction Workers, All Other","detailed","9,250",10.2,19.09,"39,710",1.9,11.76,14.64,18.66,22.48,27.57,"24,460","30,450","38,810","46,760","57,340",,
"33-3040","Parking Enforcement Workers","broad","9,210",2.2,17.70,"36,810",1.3,9.84,12.90,17.16,22.07,26.70,"20,470","26,830","35,690","45,900","55,530",,
"33-3041","Parking Enforcement Workers","detailed","9,210",2.2,17.70,"36,810",1.3,9.84,12.90,17.16,22.07,26.70,"20,470","26,830","35,690","45,900","55,530",,
